location,location_id,direction,position,ons,offs,total,lifts
Webster & Cason,8763,N,NS,5,1,6,4
17100 Block SE Webster,8764,N,AT,0,3,3,0
SW Naito Parkway & Sheridan,8770,S,NS,36,3,39,1
SE Kane & Powell Valley,8776,S,NS,16,5,21,0
NW Bethany & Bronson,8779,S,NS,16,5,21,0
SW Sagert & 86th,8788,W,OP,2,6,8,0
SW Pacific Hwy & Durham,8792,N,FS,56,11,67,14
SE Hwy 224 & Tong,8794,E,OP,0,0,0,0
17700 Block SE Hwy 224,8795,W,AT,0,0,0,0
SW Barnes & Barnes,8798,W,FS,3,18,21,0
W Burnside & SW Barnes,8799,E,NS,20,3,23,1
4100 Block SE 182nd,8800,S,AT,0,21,21,3
NW Vaughn & 27th,8802,W,NS,5,106,111,11
2400 Block NW 29th,8808,N,AT,1,11,12,3
2500 Block NW 29th,8809,S,OP,2,0,2,2
4700 Block W Powell,8812,E,OP,17,35,52,26
N Rosa Parks Way & Albina,8814,W,NS,15,18,33,10
SE McLoughlin & Meldrum,8819,N,FS,12,5,17,7
SW Council Crest & Tualatin (north leg),8821,N,NS,2,0,2,0
SE Hwy 224 & Glover Rd,8823,S,FS,0,0,0,0
SE Hwy 224 & Hwy 211,8824,N,AT,3,2,5,1
19800 Block NE Halsey,8825,W,OP,9,3,12,0
13000 Block NW Cornell,8828,E,AT,8,6,14,0
SE Hwy 224 & 135th,8830,W,NS,14,3,17,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,107,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Greenburg & Lehman,8832,S,OP,3,5,8,1
SW Greenburg & Lehman,8835,N,NS,5,7,12,1
NE Main & 3rd,8837,S,NS,0,3,3,0
NE Main & 3rd,8838,N,FS,2,1,3,0
NW Springville & 178th,8839,E,FS,0,9,9,0
SE 122nd & Powell,8843,S,NS,15,230,245,55
SE Harold & 101st,8844,W,NS,22,1,23,0
SW Park Way & 135th,8845,E,OP,0,1,1,0
NW Springville & 181st,8850,E,NS,2,6,8,1
SE Stark & NE Kelly,8851,W,OP,3,2,5,0
NW Springville & 181st,8852,W,FS,6,1,7,0
2500 Block NE Riverside Way,8854,E,AT,0,6,6,0
800 Block NW Wade,8857,N,AT,6,1,7,2
NE Halsey & 181st,8860,W,FS,73,57,130,17
NW Front & Kittridge,8875,E,FS,5,5,10,0
4500 Block NW Front,8877,E,OP,3,1,4,0
4300 Block NW Front,8878,E,OP,4,1,5,0
3600 Block NW Front,8879,E,OP,15,3,18,0
W Burnside & NW Maywood Dr,8880,W,NS,0,3,3,0
W Burnside & NW Maywood Dr,8881,E,OP,2,0,2,0
NE 21st & Riverside Way,8883,N,NS,0,6,6,0
NW 185th & Tanasbourne Rd,8884,N,FS,34,159,193,38
NW Everett & 5th,8886,E,NS,472,362,834,182
SW Garden Home & Capitol Hwy,8888,E,NS,1,5,6,0
NE 82nd & Webster,8889,S,OP,18,12,30,3
24300 Block SW Boones Ferry Rd,8891,S,AT,0,1,1,0
24300 Block SW Boones Ferry Rd,8892,N,AT,1,0,1,0
SE 32nd & Meek,8894,N,OP,40,12,52,19
Division & Warren St,8899,W,OP,1,2,3,1
7th & Taylor,8900,W,NS,1,1,2,0
4200 Block NW Front,8901,E,OP,3,0,3,0
4200 Block NW Front,8902,W,AT,0,5,5,0
3800 Block NW Front,8903,E,OP,0,0,0,0
3800 Block NW Front,8904,W,AT,0,0,0,0
NE 122nd & Fremont,8907,N,FS,9,38,47,1
SW 40th & Garden Home,8911,S,NS,5,1,6,0
SE 96th & Mall 205,8912,S,OP,10,35,45,14
SE Main & 96th,8913,E,FS,23,13,36,11
10000 Block SE Main,8914,E,AT,19,17,36,36
10500 Block SE Cherry Blossom,8915,W,AT,12,7,19,14
10200 Block SE Main,8917,W,AT,23,22,45,28
SE 96th & Main,8918,N,FS,32,42,74,23
SE 96th & Mall 205 Dr,8919,N,NS,26,13,39,20
SW Walker & Butner,8920,W,NS,3,2,5,0
SW Walker & Meadow Dr,8921,W,NS,1,2,3,0
SW Walker & 150th,8922,W,NS,2,4,6,0
SW Walker & Greystone Ct,8923,W,OP,1,0,1,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,108,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Walker & 158th,8924,E,NS,3,2,5,0
SW Walker & Greystone Ct,8925,E,FS,0,0,0,0
SW Walker & Koll Parkway,8926,E,NS,3,1,4,0
SW Walker & Meadow Dr,8927,E,NS,2,1,3,0
SW Walker & Murray,8928,E,NS,2,3,5,0
SE Washington & 99th,8935,E,NS,6,32,38,12
SE 99th & Washington,8936,N,NS,19,5,24,5
NE Holladay & 11th,8937,E,NS,209,32,241,49
NE 11th & Multnomah,8938,N,NS,23,93,116,28
SE 122nd & Midland Library,8940,N,OP,27,52,79,30
19500 Block SW 65th,8944,S,AT,36,0,36,0
SE Powell Valley & Greenway,8945,W,FS,0,0,0,0
SE Powell Valley & Greenway,8946,E,OP,0,0,0,0
28400 Block SE Hwy 224,8947,N,AT,0,0,0,0
28400 Block SE Hwy 224,8948,E,OP,0,1,1,1
SE Division & 96th,8949,E,NS,10,27,37,5
SW Canyon & Watson,8950,W,NS,17,4,21,4
SW 49th & PCC Entrance,8951,S,NS,1,34,35,1
20200 Block SW Pacific Hwy,8954,E,AT,3,0,3,1
I-5 Off Ramp & SW Lower Boones Ferry,8956,S,AT,1,154,155,1
NW Leahy & Leahy Terrace,8961,W,NS,0,1,1,0
NW Leahy & Leahy Terrace,8962,S,OP,1,0,1,0
NW 23rd & Flanders,8963,S,NS,70,20,90,9
NW 23rd & Overton,8981,N,FS,12,72,84,18
NW Thurman & 23rd Pl,8984,W,NS,3,42,45,7
NW 23rd & Thurman,8986,S,FS,108,6,114,25
NW 23rd & Marshall,8989,S,NS,167,30,197,80
SE Sunnyside & 105th,8991,E,NS,3,8,11,1
SE Sunnyside & Valley View Terr,8993,E,NS,3,15,18,2
SE Sunnyside & 119th,8995,E,FS,6,31,37,12
SE Mather & 122nd,8998,W,FS,4,1,5,0
SE Mather & 119th Ct,8999,W,NS,0,0,0,0
SE Mather & Cranberry Loop,9000,S,FS,8,0,8,0
11000 Block SE Mather,9001,W,AT,0,0,0,0
10500 Block SE Mather,9002,W,AT,5,1,6,4
SE 97th & Lawnfield,9004,N,NS,8,1,9,0
SE 97th & Talbert Dr,9005,N,NS,2,1,3,0
14000 Block SE 97th,9007,W,AT,9,1,10,0
SE Hubbard & 128th,9008,W,OP,0,0,0,0
SE Hubbard & 128th,9009,E,NS,0,1,1,0
NW Cornell & 185th,9010,E,FS,69,25,94,16
NE Cornell & NW 185th,9012,W,FS,41,77,118,24
NW Cornell & 188th,9013,W,FS,11,10,21,1
NE Cornell & Stucki,9014,W,FS,23,46,69,13
NW 185th & Evergreen,9022,S,FS,159,55,214,35
SW Martinazzi & Tualatin-Sherwood,9026,S,NS,1,14,15,1
NE 122nd & Wasco,9027,N,FS,9,89,98,29
 ,,,,,,,
TriMet Passenger Census -Spring 2019,109,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Tualatin Valley Hwy & 153rd,9029,E,NS,2,6,8,0
NW 23rd & Raleigh,9030,S,FS,84,5,89,4
NW 23rd & Raleigh,9031,N,NS,4,92,96,5
SW Bertha & Chestnut,9033,N,NS,9,3,12,0
SW Scholls Ferry & Springwood,9038,W,OP,16,22,38,1
Molalla & Char Diaz Dr,9041,N,OP,2,0,2,0
Molalla & Oregon City Post Office,9042,N,AT,5,1,6,4
SW Columbia & 10th,9044,E,NS,194,71,265,45
SW 257th & Hensley Rd,9046,N,FS,1,4,5,1
SW 72nd & Durham Rd,9047,S,NS,0,0,0,0
SW 72nd & Durham Rd,9048,N,OP,1,0,1,0
NW Cornell & Bethany,9050,W,FS,25,26,51,4
NW Cornell & Evergreen Pkwy,9051,W,FS,11,19,30,3
NW Cornell & 167th Pl,9052,W,FS,7,9,16,11
NW Cornell & 173rd Pl,9053,W,NS,21,33,54,5
NW Cornell & 167th Pl,9054,E,NS,6,5,11,10
NW Cornell & 173rd Ave,9055,E,FS,30,21,51,6
NW Cornell & Bethany Ct,9056,E,NS,34,41,75,8
NW Cornell & 179th,9059,E,NS,16,9,25,4
SE 181st & E Burnside,9061,S,FS,33,64,97,21
SW Hall & Tigard City Hall,9065,S,AT,1,4,5,2
SW Hall & Fanno Creek Ct,9067,S,OP,3,5,8,0
SW Hall & Bonita,9068,S,NS,8,25,33,0
SW Hall & Murdock,9069,S,OP,1,6,7,0
SW Hall & Sattler,9070,S,FS,2,8,10,0
SW Hall & Avon,9071,N,FS,37,5,42,0
8300 Block SW Durham,9072,E,OP,4,10,14,0
SW Durham & 76th,9073,E,OP,0,3,3,0
SW Durham & Upper Boones Ferry,9076,S,FS,6,28,34,1
7200 Block SW Durham,9077,W,OP,7,1,8,0
SW Durham & Upper Boones Ferry,9078,N,FS,19,3,22,1
SW Durham & 76th,9079,W,NS,2,1,3,0
8200 Block SW Durham,9080,W,AT,5,5,10,0
SW Hall & Ashford,9082,N,NS,3,3,6,0
SW Hall & Murdock,9083,N,NS,4,0,4,0
SW Hall & Bonita,9084,N,NS,26,8,34,0
SW Hall & McDonald,9085,N,NS,5,2,7,0
SW Hall & Omara,9086,N,OP,22,5,27,14
SW 257th & 16th Way,9092,N,NS,6,21,27,10
SW 257th & Cherry Park,9094,N,NS,1,9,10,2
17600 Block NE Sandy,9095,E,AT,12,27,39,1
SW 257th & Sturges,9101,S,NS,5,1,6,1
SW 257th & Cherry Park,9103,S,NS,22,7,29,11
NE 105th & Killingsworth,9105,N,FS,4,3,7,1
NE 105th & Simpson,9106,N,FS,1,2,3,0
11000 Block NE Holman,9107,E,AT,3,11,14,4
NE Airport Way & Ainsworth Circle,9108,E,NS,3,12,15,1
 ,,,,,,,
TriMet Passenger Census -Spring 2019,110,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE Airport Way & 122nd,9110,E,NS,10,20,30,4
NE Airport Way & 138th,9112,E,NS,7,14,21,3
SW 18th & Morrison,9122,N,NS,116,68,184,33
NW 25th & Lovejoy,9125,N,NS,0,4,4,0
NW Cornell & Marshall,9126,N,AT,0,1,1,0
NW Cornell & Summit Ct,9127,N,OP,1,1,2,0
NW Cornell & Westover,9129,S,NS,1,2,3,0
NW Cumberland & Fairfax,9130,S,FS,1,1,2,0
NW Cumberland & Shenandoah,9131,W,NS,2,1,3,0
NW Cumberland & Ariel,9132,W,FS,0,0,0,0
NW Powhatan & Greenbrier Terr,9133,S,FS,0,1,1,0
NW Macleay & Hermosa,9135,E,FS,2,3,5,0
NW Macleay & Lomita Terrace,9136,E,NS,1,0,1,0
NW Macleay & Beuhla Vista,9137,S,NS,0,1,1,0
NW Macleay & W Burnside,9139,S,NS,0,0,0,0
SW Walker & 158th,9145,W,FS,1,2,3,0
SW Walker & Schendel,9146,W,NS,6,3,9,0
NW Walker & 167th,9147,W,NS,0,0,0,0
NW Walker & 173rd,9148,W,NS,0,0,0,0
NW Walker & 185th,9150,E,FS,3,1,4,0
NW Walker & 173rd,9151,E,NS,0,0,0,0
SW Walker & Schendel,9152,E,NS,4,3,7,0
NW Walker & SW 167th,9153,E,FS,0,0,0,0
NW Cedar Hills & Leahy,9158,N,FS,1,5,6,0
SW Conestoga & Boones Bend,9159,N,OP,0,7,7,0
SW Conestoga & Welch,9160,W,NS,0,4,4,0
SW Conestoga & Downing,9161,W,NS,0,10,10,0
SW Conestoga & 125th,9162,W,NS,0,11,11,0
SW 125th & Longhorn,9163,N,FS,1,7,8,1
SW 125th & Footpath,9164,N,AT,1,3,4,0
SW Brockman & Sorrento,9165,W,FS,0,2,2,0
SW Brockman & 135th,9166,W,NS,0,8,8,0
SW Brockman & Davies,9167,W,NS,0,4,4,0
SW Brockman & Pony,9168,W,FS,0,3,3,0
SW Scholls Ferry & Progress Park & Ride,9169,S,AT,8,27,35,1
SW Teal & 152nd,9170,W,FS,2,2,4,0
SW Teal & 155th,9171,S,NS,2,2,4,0
SW Teal & Bobwhite Circle,9172,E,NS,1,1,2,0
SW Teal & Pintail,9173,S,NS,5,3,8,0
SW Scholls Ferry & Teal Blvd,9174,E,FS,18,14,32,0
SW Scholls Ferry & 147th,9175,E,FS,6,3,9,0
SW Brockman & Davies,9176,E,FS,4,0,4,0
SW Brockman & 135th,9177,E,FS,9,0,9,0
SW Brockman & Sorrento,9178,E,OP,2,0,2,0
SW 125th & Footpath,9179,S,AT,6,0,6,0
9600 Block SW 125th,9180,S,AT,8,3,11,0
SW Conestoga & 125th,9181,E,FS,16,0,16,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,111,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 Weekday,,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
SW Conestoga & Downing,9182,E,OP,6,0,6,0
SW Conestoga & Trapper Terrace,9183,E,FS,5,0,5,0
SW Conestoga & Boones Bend,9184,S,NS,10,0,10,0
SW Scholls Ferry & Progress Park & Ride,9185,N,OP,27,9,36,0
SW Tualatin-Sherwood Rd & Pacific Hwy,9186,S,FS,2,66,68,4
SW Tualatin-Sherwood Rd & Baler,9187,E,NS,0,24,24,30
SW Langer & Sherwood Plaza,9188,W,OP,2,23,25,8
16400 Block SW Langer,9189,S,AT,3,14,17,3
16100 Block SW Langer,9190,E,AT,11,1,12,1
N Rivergate Blvd & Lombard St,9192,W,FS,11,17,28,0
13300 Block N Rivergate,9193,N,OP,0,1,1,0
N Rivergate Blvd & Ramsey,9194,N,NS,1,2,3,0
13300 Block N Rivergate Blvd,9196,S,AT,0,0,0,0
N Lombard & Simmons,9197,N,OP,3,2,5,0
7100 Block N Marine,9198,E,AT,2,1,3,0
5900 Block N Marine,9199,E,OP,0,1,1,0
5700 Block N Marine,9200,E,OP,0,1,1,0
5300 Block N Marine,9202,W,AT,0,0,0,0
5700 Block N Marine,9203,W,FS,2,0,2,0
5900 Block N Marine,9204,W,AT,1,0,1,0
7100 Block N Marine,9205,W,OP,0,4,4,0
N Lombard & Simmons,9206,S,NS,1,4,5,0
SW Tualatin Valley Hwy & 198th,9207,E,FS,55,67,122,16
14700 Block SW Teal,9208,W,OP,7,3,10,1
NW Walker & 180th,9209,W,FS,0,2,2,0
18000 Block NW Walker,9210,E,OP,1,0,1,0
SE Main & 100th,9211,W,OP,4,3,7,2
NW Cornell & Bronson Creek Pk,9212,W,AT,5,14,19,0
NW Cornell & Birch Pointe Apts,9213,E,AT,23,7,30,1
NW Cumberland & Culpepper,9214,W,OP,3,4,7,0
SW Teal & Nighthawk Dr,9215,S,NS,1,1,2,0
Willamette Dr & Lazy River Dr,9216,N,NS,9,3,12,0
NE Wasco & 82nd,9217,E,NS,4,28,32,9
SE Main & 100th,9218,E,NS,3,5,8,4
SE 122nd & Stark,9219,S,FS,134,61,195,56
Washington Square Transit Center,9220,S,AT,48,49,97,15
SW Palmblad & Hall Blvd,9221,N,NS,4,2,6,0
SW Durham & 79th,9224,E,OP,12,5,17,0
SW Durham & 79th,9225,W,NS,9,11,20,0
SW Hall & Ross,9226,N,FS,9,2,11,0
NW Walker & Cambray,9230,E,FS,0,0,0,0
NW Walker & 178th,9232,W,NS,0,0,0,0
SE Orient Dr & 262nd,9233,E,NS,1,2,3,1
SE Orient Dr & 262nd/Barnes/Salquist,9234,W,NS,1,0,1,0
NW Cornell & 153rd,9245,W,NS,7,11,18,1
SE Division & 61st,9248,W,NS,20,11,31,3
SW 158th & Jenkins,9252,S,NS,1,3,4,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,112,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 Weekday,,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NE Fremont & 66th,9253,E,NS,1,3,4,0
7200 Block SW Durham,9257,S,AT,1,10,11,0
NW Graham/257th & W Columbia River Hwy,9261,S,NS,11,1,12,3
SE Division & 148th,9263,W,FS,98,84,182,49
SE Division & 42nd,9265,W,NS,57,36,93,19
NE 181st & Wilkes,9266,N,NS,1,2,3,1
Willamette Falls Dr & 12th St,9269,E,NS,2,0,2,2
Blankenship & Virginia Lane,9270,N,OP,3,1,4,2
Blankenship & 19th St,9276,W,NS,1,0,1,0
Blankenship & Ostman,9277,W,NS,1,1,2,0
Willamette Falls Dr & 19th St,9284,E,OP,0,0,0,0
Willamette Falls Dr & 16th St,9285,E,FS,0,1,1,0
Willamette Falls Dr & 14th St,9286,E,NS,3,1,4,0
10th St & 8th Court,9296,N,NS,2,9,11,2
Blankenship & Tannler Dr,9297,N,FS,1,2,3,1
NW 6th & Davis MAX Station,9299,N,NS,842,638,"1,480",0
NW 6th & Flanders,9300,N,NS,5,259,264,61
NW 5th & Davis,9301,S,NS,636,451,"1,087",242
NW 5th & Couch MAX Station,9303,S,NS,755,868,"1,623",1
NE Multnomah & 11th,9305,E,FS,104,53,157,33
SE Steele & 46th,9307,W,NS,20,4,24,3
N Lombard & Ramsey,9308,N,NS,2,1,3,0
N Lombard & Ramsey,9309,S,FS,2,4,6,0
NW Glisan & 3rd,9311,W,FS,81,253,334,67
SE Hwy 224 & Suttle Rd,9312,W,OP,1,0,1,0
SE Hwy 224 & Suttle Rd,9313,E,FS,0,1,1,0
SW Taylors Ferry & Capitol Hwy,9320,E,FS,3,19,22,1
27500 Block SE Hwy 224,9321,E,AT,0,1,1,0
27600 Block SE Hwy 224,9322,W,AT,0,0,0,0
SW Murray & Barlow,9323,S,OP,1,5,6,0
SW Murray & Brockman,9324,N,FS,23,11,34,4
SW 45th & Nevada,9328,S,NS,0,1,1,0
N Marine & Leadbetter,9334,E,FS,2,0,2,0
N Marine & Leadbetter,9335,W,FS,0,8,8,0
SW Canyon & Camelot Ct,9338,N,NS,46,12,58,9
NE 33rd Dr & Sunderland,9339,N,OP,0,1,1,0
NE 15th & Halsey,9342,N,NS,22,30,52,8
W Powell & NW Miller,9347,W,FS,18,5,23,7
NW 185th & Rock Creek,9351,S,FS,49,8,57,3
SW Boones Ferry Rd & Avery,9352,S,FS,0,4,4,0
SW Boones Ferry Rd & Avery,9353,N,FS,6,0,6,0
W Burnside & SW Osage,9354,E,NS,35,31,66,5
NE Multnomah & 3rd,9362,E,OP,21,56,77,39
NE 33rd Dr & Elrod Dr,9365,N,NS,0,10,10,0
9600 Block NE Sunderland,9367,S,AT,0,1,1,0
NE Sunderland & Columbia River Corr Cntr,9368,S,AT,69,48,117,5
NE 33rd Dr & Elrod Dr,9369,S,NS,24,0,24,0
 ,,,,,,,
TriMet Passenger Census -Spring 2019,113,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 ,Weekday,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
2400 Block NE Riverside Way,9371,W,AT,7,0,7,0
SE Powell Valley & Barnes Flag Stop,9383,W,AT,0,0,0,0
SW 1st & Arthur,9397,S,NS,8,3,11,0
N Going & Port Center Way,9399,E,NS,51,9,60,4
NE 21st & Riverside Way,9402,S,FS,6,0,6,0
N Killingsworth & Greeley,9403,E,FS,42,6,48,5
NW 23rd Pl & Westover,9404,N,NS,0,0,0,0
SW Hamilton & 55th Pl,9405,E,OP,0,0,0,0
SW Boones Ferry Rd & 13th Ct,9406,W,NS,0,0,0,0
SW Boones Ferry Rd & 13th Ct,9407,E,FS,1,0,1,0
Exceed Enterprises,9412,S,AT,8,9,17,43
NE Sunderland & 33rd Dr (In),9414,E,NS,1,0,1,0
NW Division & Angeline,9425,W,OP,6,2,8,5
NW Division & Angeline,9426,E,NS,1,7,8,2
SW 257th & Jennings Way,9427,E,NS,1,4,5,0
SW 257th & Jennings Way,9428,W,OP,11,1,12,1
SE Main & E 1st,9429,N,NS,2,1,3,0
NE Main & E 1st,9430,S,NS,0,3,3,0
N Lombard & Catlin,9431,N,NS,2,53,55,5
N Lombard & Weyerhauser,9432,N,FS,0,25,25,4
14500 Block N Lombard,9434,N,AT,1,2,3,0
N Lombard & Catlin,9435,S,NS,88,2,90,15
10200 Block N Lombard,9436,S,AT,43,0,43,5
NE Vancouver Way & Freightliner,9438,N,FS,1,8,9,0
N Marine & Leadbetter,9439,E,NS,2,2,4,0
N Marine & Bybee Lake Road,9440,E,FS,1,0,1,0
6100 Block N Marine,9441,E,AT,1,0,1,0
5300 Block N Marine,9442,E,OP,0,0,0,0
N Marine & Gantenbein,9444,E,OP,0,0,0,0
9000 Block NE Vancouver Way,9449,W,AT,54,13,67,1
NE Middlefield & 6th Drive,9451,E,NS,0,0,0,0
NE 6th Drive & Faloma,9453,N,NS,2,0,2,0
N Marine & Gantenbein,9454,W,NS,0,0,0,0
N Marine & Anchor,9455,W,NS,1,0,1,0
6100 Block N Marine,9457,W,AT,0,2,2,0
N Marine & Bybee Lake Road,9458,W,NS,0,3,3,0
N Marine & Pacific Gateway Blvd,9459,W,FS,2,3,5,0
14500 Block N Lombard,9460,S,OP,1,3,4,0
SW Hocken & Millikan,9462,S,NS,7,7,14,1
13500 Block SW Millikan,9463,W,AT,3,3,6,0
13900 Block SW Millikan,9464,W,AT,2,2,4,0
14100 Block SW Millikan,9465,E,OP,1,3,4,0
13900 Block SW Millikan,9466,E,OP,3,2,5,1
NW 185th & Bronson,9467,N,FS,7,34,41,2
13900 Block SW 72nd,9469,E,AT,0,2,2,0
NW Graham/257th & 257th Way,9470,N,FS,3,30,33,2
NW Graham/257th & 257th Way,9471,S,OP,27,2,29,4
 ,,,,,,,
TriMet Passenger Census -Spring 2019,114,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 Weekday,,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
900 Block NW North Frontage Rd,9472,W,AT,0,3,3,0
NE Middlefield Rd & N Vancouver Way,9477,N,FS,19,6,25,1
1000 Block N Marine,9478,E,AT,0,1,1,0
NE Vancouver Way & Gertz Rd,9480,S,FS,48,8,56,23
1100 Block NW Frontage Rd,9481,E,AT,130,117,247,24
9400 Block SW Commerce Circle,9484,W,AT,0,5,5,0
SE 122nd & Schiller,9487,N,FS,21,4,25,7
3505 SW US Veterans Rd,9488,W,OP,48,35,83,1
5500 Block SE International Way,9503,S,AT,3,2,5,0
N Lombard & New York,9505,S,NS,139,12,151,48
13900 Block SW 72nd,9509,W,OP,0,0,0,0
SW Boones Ferry Rd & Iowa Dr,9511,N,FS,6,0,6,0
SW Boones Ferry Rd & Iowa Dr,9512,S,FS,1,5,6,0
Beavercreek & Molalla,9516,E,NS,3,26,29,4
Beavercreek & Library Ct,9517,N,OP,58,8,66,8
20300 Block SW Pacific Hwy,9519,W,AT,0,4,4,1
SE Eagle Creek Rd & Hinman,9520,N,NS,1,0,1,0
SE Eagle Creek Rd & Strubhar Lane,9521,S,FS,0,0,0,0
SW Garden Home & Orchard Lane,9525,S,NS,0,1,1,0
W Burnside & SW 2nd,9526,E,NS,452,198,650,219
SW Barnes & NW 118th,9531,W,NS,10,31,41,0
SW Barnes & 117th,9532,E,NS,8,6,14,3
5200 Block NE 148th (Relay Resources),9537,S,AT,2,0,2,1
SW Laurelwood & Laurel,9544,S,FS,1,71,72,0
Lake Oswego Transit Center,9545,E,NS,32,119,151,33
NE Fremont & Sandy,9548,E,NS,6,11,17,5
NE Riverside Way & 33rd Dr,9549,W,FS,24,0,24,0
2800 Block NE Riverside Way,9550,E,AT,0,9,9,0
SW Salmon & 18th,9552,W,NS,78,11,89,1
Linn & Williams,9559,S,OP,4,30,34,6
29200 Block SE Eagle Creek Rd,9561,S,AT,0,1,1,0
29200 Block SE Eagle Creek Rd,9562,N,OP,0,0,0,0
NE Cornell & 48th,9564,W,FS,10,10,20,4
SW Durham & 72nd,9565,E,NS,1,5,6,0
8800 Block SW Oleson,9570,E,OP,3,0,3,0
N Lombard & Reno,9575,S,NS,8,0,8,0
N Lombard & Reno,9576,N,NS,1,69,70,13
1700 Block Beavercreek Rd,9578,W,AT,8,1,9,3
1600 Block Beavercreek Rd,9579,W,AT,6,1,7,1
Beavercreek & Hwy 213,9580,W,FS,16,1,17,3
1600 Block Beavercreek Rd,9581,E,AT,0,10,10,2
2000 Block Beavercreek Rd,9582,E,AT,0,7,7,1
Beavercreek & Hwy 213,9583,E,NS,0,5,5,4
SW Pacific Hwy & Royalty Parkway,9597,N,FS,54,10,64,18
SW Morrison & 12th,9598,W,NS,70,34,104,22
SW Morrison & 17th,9599,W,FS,182,61,243,32
SW 11th & Alder,9600,S,NS,77,173,250,84
 ,,,,,,,
TriMet Passenger Census -Spring 2019,115,,,,,,
All Day Ons and Offs by Location ID ,,,,,,,
 Weekday,,,,,,,
 ,,,,,,Monthly,
Stop Location Location ID,Direction,Position,Ons,Offs,Total,,
NW Evergreen Pkwy & NE 79th (NW 215th),9601,W,NS,8,2,10,0
NW Evergreen Pkwy & NE 79th (NW 215th),9602,E,NS,2,14,16,0
2500 Block NE Century (NW 229th),9603,N,AT,7,28,35,0
2500 Block NE Century (NW 229th),9604,S,AT,26,10,36,0
NE 25th & Sunrise Lane,9606,N,OP,0,0,0,0
NE 25th & Sunrise Lane,9607,S,NS,1,0,1,0
Willow Creek Transit Center,9610,E,AT,511,186,697,85
NE 57th & Failing,9611,N,NS,1,5,6,0
SW Morrison & 16th,9613,W,NS,49,24,73,9
NE Century (NW 229th) & Butler,9614,N,NS,3,9,12,1
6400 Block SE Lake,9615,N,AT,1,1,2,1
NE 105th & Marx,9619,N,NS,0,3,3,1
Willow Creek Transit Center,9621,E,AT,209,186,395,60
SW Murray & NW Milburn,9623,N,NS,6,6,12,0
Sunset TC MAX Station,9624,W,AT,593,"2,377","2,970",0
Sunset Transit Center,9625,W,AT,244,266,510,69
SW Barnes & Cedar Hills Blvd,9627,E,FS,33,41,74,11
SW Barnes & Cedar Hills Blvd,9628,W,NS,39,37,76,10
SW Hamilton & 58th,9634,W,FS,0,1,1,0
N Portsmouth & Willamette,9635,S,NS,52,63,115,16
NE 223rd & Glisan,9636,S,FS,18,6,24,7
SW Tualatin-Sherwood Rd & Pacific Hwy,9639,N,NS,71,2,73,27
SE Hwy 224 & Sherman Cooper,9640,E,NS,0,1,1,0
SE Hwy 224 & Sherman Cooper,9641,W,OP,1,1,2,0
NE 122nd & Multnomah,9642,S,OP,53,10,63,27
1700 Block SE Orient Dr,9644,N,AT,3,0,3,0
SW Pacific Hwy & 74th (Park & Ride),9648,E,FS,147,42,189,14
Washington Square Transit Center,9649,N,AT,227,218,445,66
Washington Square Transit Center,9650,N,AT,258,256,514,62
Washington Square Transit Center,9651,N,AT,269,250,519,54
Washington Square Transit Center,9652,S,AT,264,316,580,66
SW Hart & Forest Dr,9663,W,NS,6,9,15,0
SW Hart & Dunsmuir,9664,W,OP,1,2,3,0
SW Hart & 155th,9665,W,FS,2,4,6,0
SW Hart & 160th,9667,W,NS,8,14,22,0
SW Hart & 165th,9668,W,OP,6,13,19,1
SW Bany & Tallac Way,9669,W,OP,8,16,24,0
SW 170th & Canby,9670,N,NS,4,4,8,0
SW 170th & Ivy Glenn,9671,N,NS,1,2,3,0
SW 170th & Oak,9672,N,FS,4,6,10,0
SW 170th & Rosa Place,9673,N,FS,1,2,3,0
SW Farmington & 185th,9674,W,NS,20,27,47,3
